budget,popularity,revenue,runtime,title,vote_average,vote_count,,,,,,,,,,
25000000,8.178203,48063435,108,The Shadow,5.4,138,,,,,,,,,,
10000000,10.125029,32101000,108,The Lawnmower Man,5.4,197,,,,,,,,,,
20000000,9.455596,13854000,108,My Stepmother is an Alien,5.3,131,,,,,,,,,,
34000000,3.960098,19693891,108,Summer Catch,4.8,63,,,,,,,,,,
25000000,3.707511,24362772,108,The Next Best Thing,4.3,29,,,,,,,,,,
40000000,73.085576,672806292,107,The Sixth Sense,7.7,3147,,,,,,,,,,
7500000,25.281197,19000000,107,The Wave,7.5,841,,,,,,,,,,
15000000,25.329493,34533783,107,In Bruges,7.4,1388,,,,,,,,,,
18000000,50.009408,98235548,107,Predator,7.3,2093,,,,,,,,,,
3768785,1.726175,8000000,107,Annie Get Your Gun,7.3,22,,,,,,,,,,
50000000,51.502884,32017803,107,Sunshine,7,1182,,,,,,,,,,
25000000,8.127728,13411957,107,Lords of Dogtown,7,210,,,,,,,,,,
15000000,16.629173,59389433,107,One Day,7,978,,,,,,,,,,
20000000,44.566609,5359645,107,Equilibrium,6.9,1552,,,,,,,,,,
13500000,9.982885,29027914,107,Far from Heaven,6.9,144,,,,,,,,,,
2300000,1.606314,11000000,107,Show Boat,6.9,18,,,,,,,,,,
130000000,89.938296,371940071,107,The Adventures of Tintin,6.7,2061,,,,,,,,,,
39000000,37.492928,101229792,107,The Time Traveler's Wife,6.7,798,,,,,,,,,,
36000000,6.967857,52424533,107,Dolphin Tale 2,6.7,96,,,,,,,,,,
3500000,26.259389,19504039,107,Margin Call,6.7,524,,,,,,,,,,
850000,5.424916,819939,107,Latter Days,6.7,56,,,,,,,,,,
135000000,29.91353,245724603,107,Rango,6.6,2051,,,,,,,,,,
85000000,29.21998,340487652,107,Enchanted,6.6,1449,,,,,,,,,,
40000000,8.303696,24719215,107,Big Miracle,6.6,152,,,,,,,,,,
30000000,25.060342,159291809,107,Step Up 3D,6.6,582,,,,,,,,,,
13000000,9.499325,44726644,107,Young Guns,6.6,258,,,,,,,,,,
11000000,7.559192,49797148,107,Major League,6.6,217,,,,,,,,,,
10000000,16.318608,10835752,107,Danny Collins,6.6,183,,,,,,,,,,
92000000,43.192048,188072649,107,Tropic Thunder,6.5,1667,,,,,,,,,,
30000000,19.212552,42886719,107,A Lot Like Love,6.5,318,,,,,,,,,,
16000000,35.777067,247275374,107,Dumb and Dumber,6.5,1859,,,,,,,,,,
14000000,13.13724,34793160,107,White Fang,6.5,135,,,,,,,,,,
700000,12.378031,4911725,107,Half Nelson,6.5,240,,,,,,,,,,
9500000,19.978021,17164377,107,Adventureland,6.4,737,,,,,,,,,,
8200000,25.03414,80035402,107,Footloose,6.4,505,,,,,,,,,,
32000000,38.21708,126041322,107,This Is the End,6.3,2359,,,,,,,,,,
32000000,16.473355,18552460,107,The Quick and the Dead,6.3,427,,,,,,,,,,
8000000,3.942464,143451,107,10th & Wolf,6.3,24,,,,,,,,,,
4798235,25.30216,209696,107,The Awakening,6.3,458,,,,,,,,,,
150000000,5.954334,373062864,107,X-Men Origins: Wolverine,6.2,4021,,,,,,,,,,
76000000,10.520961,236350661,107,2 Fast 2 Furious,6.2,2028,,,,,,,,,,
50000000,45.318703,216972543,107,Central Intelligence,6.2,1650,,,,,,,,,,
20000000,17.842246,7563728,107,Hackers,6.2,398,,,,,,,,,,
20000000,3.581906,305070,107,Rapa Nui,6.2,33,,,,,,,,,,
12000000,26.219598,43493123,107,Harold & Kumar Escape from Guantanamo Bay,6.2,497,,,,,,,,,,
100000000,24.399642,170432927,107,The Other Guys,6.1,1383,,,,,,,,,,
25000000,38.688822,147780440,107,No Strings Attached,6.1,1331,,,,,,,,,,
15000000,35.107857,69623713,107,The Hills Have Eyes,6.1,705,,,,,,,,,,
82500000,41.176631,237681299,107,Click,6,2104,,,,,,,,,,
40000000,47.649554,126248813,107,Predators,6,1206,,,,,,,,,,
33000000,25.413955,104155843,107,The Cell,6,436,,,,,,,,,,
32000000,18.47242,69055695,107,Takers,6,394,,,,,,,,,,
90000000,15.350451,140807547,107,The Devil's Own,5.9,290,,,,,,,,,,
60000000,16.278022,157920733,107,Days of Thunder,5.9,353,,,,,,,,,,
50000000,14.231899,170128460,107,Shall We Dance?,5.9,297,,,,,,,,,,
12305523,36.582038,36230219,107,Mad Max Beyond Thunderdome,5.9,748,,,,,,,,,,
1000000,3.322721,10037390,107,Godzilla 2000,5.9,43,,,,,,,,,,
70000000,24.664776,57958696,107,Sky Captain and the World of Tomorrow,5.7,439,,,,,,,,,,
20000000,16.663797,46069568,107,Risen,5.7,295,,,,,,,,,,
15000000,17.638286,216614388,107,Twins,5.7,559,,,,,,,,,,
30000000,19.578249,70200000,107,Star Trek V: The Final Frontier,5.6,376,,,,,,,,,,
5000000,8.452666,12232628,107,Lone Wolf McQuade,5.5,67,,,,,,,,,,
17000000,9.191187,24000000,107,Love the Coopers,5.4,167,,,,,,,,,,
13000000,17.632446,18000000,107,Admission,5.4,304,,,,,,,,,,
50000000,20.58862,60209334,107,Chain Reaction,5.3,284,,,,,,,,,,
32000000,15.901137,83615414,107,"Big Mommas: Like Father, Like Son",5.3,313,,,,,,,,,,
30000000,25.825771,55583804,107,Cop Out,5.3,511,,,,,,,,,,
12000000,29.072964,15008161,107,Machete Kills,5.3,631,,,,,,,,,,
25000000,7.001176,19829957,107,My Soul to Take,5.2,147,,,,,,,,,,
17000000,7.864011,7314027,107,American Dreamz,4.9,95,,,,,,,,,,
24000000,3.113009,12372410,107,Ready to Rumble,4.7,49,,,,,,,,,,
6000000,1.478505,869325,107,Beastmaster 2: Through the Portal of Time,4.6,17,,,,,,,,,,
20000000,10.617236,4634062,107,Dylan Dog: Dead of Night,4.5,139,,,,,,,,,,
55000000,2.410546,14375181,107,Ishtar,4.2,28,,,,,,,,,,
6000000,64.025031,23341568,106,The Usual Suspects,8.1,3254,,,,,,,,,,
2800000,36.444894,86273333,106,Young Frankenstein,7.7,854,,,,,,,,,,
36000000,70.398356,12532777,106,Gattaca,7.5,1808,,,,,,,,,,
26000000,39.742009,71868327,106,"O Brother, Where Art Thou?",7.3,1112,,,,,,,,,,
11000000,31.162838,78874843,106,If I Stay,7.3,1368,,,,,,,,,,
5000000,16.890285,33616692,106,Y Tu Mam璋?Tambi鑼卬,7.3,315,,,,,,,,,,
23000000,29.365851,46152800,106,Eddie the Eagle,7.2,661,,,,,,,,,,
4638783,4.495256,11000000,106,Pat Garrett & Billy the Kid,7.2,65,,,,,,,,,,
12000000,15.817096,11293663,106,Lars and the Real Girl,7.1,509,,,,,,,,,,
6000000,5.537646,25059640,106,The Wood,7.1,34,,,,,,,,,,
20000000,12.232048,6420319,106,Little Boy,7,185,,,,,,,,,,
75000000,42.006908,248118121,106,Unbreakable,6.9,1946,,,,,,,,,,
18000000,19.234672,47088990,106,Soul Surfer,6.9,342,,,,,,,,,,
11000000,45.072136,153083102,106,Gremlins,6.9,1596,,,,,,,,,,
50000000,83.295796,222809600,106,Non-Stop,6.8,2268,,,,,,,,,,
11000000,18.923181,53191886,106,Welcome to the Sticks,6.8,615,,,,,,,,,,
175000000,94.199316,966550600,106,The Jungle Book,6.7,2892,,,,,,,,,,
20000000,12.309715,21284514,106,To Die For,6.7,175,,,,,,,,,,
8000000,8.717235,589304,106,Prefontaine,6.7,21,,,,,,,,,,
7000000,13.635828,382946,106,Hesher,6.7,212,,,,,,,,,,
38000000,6.909942,207283925,106,The Fast and the Furious,6.6,3428,,,,,,,,,,
9000000,28.540614,6108720,106,All Is Lost,6.6,671,,,,,,,,,,
1000000,0.748565,274661,106,Taxi to the Dark Side,6.6,53,,,,,,,,,,
62000000,11.056763,107879496,106,The American President,6.5,195,,,,,,,,,,
50200000,26.60772,127869379,106,The Adjustment Bureau,6.5,1652,,,,,,,,,,
10000000,10.892398,85300000,106,Stripes,6.5,249,,,,,,,,,,
3500000,15.338211,34705850,106,The Kids Are All Right,6.5,506,,,,,,,,,,
72000000,28.848187,408247917,106,Signs,6.4,1599,,,,,,,,,,
50000000,49.020045,111340801,106,Underworld: Evolution,6.4,1528,,,,,,,,,,
30000000,48.237797,63372757,106,Side Effects,6.4,1323,,,,,,,,,,
12000000,32.940597,32248241,106,Project Almanac,6.4,933,,,,,,,,,,
50000000,68.87691,549368315,106,Ted,6.3,4697,,,,,,,,,,
32000000,5.683281,40222729,106,Hardball,6.3,123,,,,,,,,,,
27000000,17.193659,21148829,106,Mindhunters,6.3,333,,,,,,,,,,
10000000,17.611971,2995811,106,The Runaways,6.3,254,,,,,,,,,,
225000000,52.035179,624026776,106,Men in Black 3,6.2,4160,,,,,,,,,,
100000000,40.597856,150166126,106,The Taking of Pelham 1 2 3,6.2,954,,,,,,,,,,
60000000,38.820858,137551594,106,Contagion,6.2,1325,,,,,,,,,,
50000000,33.98637,41482207,106,Gremlins 2: The New Batch,6.2,652,,,,,,,,,,
20000000,19.220789,30426096,106,What's Your Number?,6.2,671,,,,,,,,,,
200000000,107.928811,586090727,106,Quantum of Solace,6.1,2965,,,,,,,,,,
70000000,44.090535,101371017,106,Mars Attacks!,6.1,1509,,,,,,,,,,
14000000,3.334804,32645546,106,Because of Winn-Dixie,6.1,61,,,,,,,,,,
60000000,27.018886,57490374,106,Inkheart,6,592,,,,,,,,,,
45000000,6.513856,11203026,106,Deep Rising,6,154,,,,,,,,,,
40000000,24.012986,91753202,106,Behind Enemy Lines,6,457,,,,,,,,,,
22000000,14.866351,24000000,106,Underdogs,6,122,,,,,,,,,,
17000000,18.27083,24922237,106,Fright Night,6,603,,,,,,,,,,
15000000,13.568302,8138788,106,Promised Land,6,243,,,,,,,,,,
137000000,26.074908,85131830,106,Final Fantasy: The Spirits Within,5.9,433,,,,,,,,,,
90000000,40.262261,174578751,106,Percy Jackson: Sea of Monsters,5.9,1648,,,,,,,,,,
38000000,4.746085,28121100,106,The Deep End of the Ocean,5.9,54,,,,,,,,,,
200000000,49.98659,559852396,106,Cars 2,5.8,2033,,,,,,,,,,
15000000,11.375032,35007180,106,The Skulls,5.8,156,,,,,,,,,,
90000000,52.612025,146936910,106,The Last Witch Hunter,5.7,1316,,,,,,,,,,
35000000,18.38292,77477008,106,The Back-Up Plan,5.7,458,,,,,,,,,,
22000000,39.006187,63647656,106,"Hail, Caesar!",5.7,1309,,,,,,,,,,
7000000,7.155519,1429299,106,I Hope They Serve Beer in Hell,5.7,20,,,,,,,,,,
125000000,47.686442,232713139,106,Clash of the Titans,5.6,2233,,,,,,,,,,
52000000,26.251217,204999686,106,The Break-Up,5.6,832,,,,,,,,,,
35000000,19.893646,82087155,106,Abduction,5.6,961,,,,,,,,,,
18000000,6.501815,65070412,106,Barbershop 2:  Back in Business,5.6,74,,,,,,,,,,
5000000,6.265659,1296184,106,"War, Inc.",5.6,86,,,,,,,,,,
85000000,48.126297,183018522,106,Mirror Mirror,5.5,1114,,,,,,,,,,
13000000,11.880899,16757163,106,54,5.5,135,,,,,,,,,,
80000000,13.800656,33463969,106,Red Planet,5.4,267,,,,,,,,,,
60000000,52.417529,30418560,106,Mortdecai,5.4,1055,,,,,,,,,,
30000000,9.448517,23619609,106,The Glass House,5.4,201,,,,,,,,,,
30000000,5.301589,24048000,106,Virtuosity,5.4,163,,,,,,,,,,
120000000,33.616115,259175788,106,Charlie's Angels: Full Throttle,5.2,914,,,,,,,,,,
170000000,40.748915,222104681,106,Wild Wild West,5.1,1020,,,,,,,,,,
2000000,0.483974,4000000,106,Alexander's Ragtime Band,4.8,6,,,,,,,,,,
84000000,17.783361,123307945,106,Nutty Professor II: The Klumps,4.7,332,,,,,,,,,,
39000000,2.817364,6614280,106,Against the Ropes,4.5,32,,,,,,,,,,
3300000,192.528841,13092000,105,Whiplash,8.3,4254,,,,,,,,,,
2500000,23.672571,5535405,105,Before Sunrise,7.7,959,,,,,,,,,,
325000,11.871424,4500000,105,It Happened One Night,7.7,275,,,,,,,,,,
2600000,0.895946,3166000,105,Riding Giants,7.6,23,,,,,,,,,,
20000000,47.51363,53000000,105,Edward Scissorhands,7.5,3601,,,,,,,,,,
1350000,16.032594,3897569,105,"Lock, Stock and Two Smoking Barrels",7.5,1648,,,,,,,,,,
5500000,19.127239,15700000,105,High Plains Drifter,7.4,278,,,,,,,,,,
11000000,36.319205,32935319,105,Inside Llewyn Davis,7.2,834,,,,,,,,,,
93000000,138.433168,482860185,105,Rise of the Planet of the Apes,7,4347,,,,,,,,,,
6500000,24.0034,11850214,105,Layer Cake,7,559,,,,,,,,,,
15000000,29.843818,316360478,105,Beverly Hills Cop,6.8,961,,,,,,,,,,
10000000,28.570174,28883511,105,Big Eyes,6.8,1196,,,,,,,,,,
10000000,5.588652,6451628,105,Gods and Monsters,6.8,81,,,,,,,,,,
6500000,11.208769,31899000,105,Dressed to Kill,6.8,157,,,,,,,,,,
6500000,8.526635,12633747,105,Narc,6.8,142,,,,,,,,,,
3200000,11.933449,5332926,105,Beginners,6.8,347,,,,,,,,,,
95000000,101.187052,543514353,105,Cinderella,6.7,2374,,,,,,,,,,
50100000,59.634029,153962963,105,Focus,6.7,2542,,,,,,,,,,
33000000,10.651202,9494789,105,The Young and Prodigious T.S. Spivet,6.7,232,,,,,,,,,,
18000000,9.244181,1831348,105,Renaissance,6.7,77,,,,,,,,,,
20000000,31.690456,117760134,105,Disturbia,6.6,1006,,,,,,,,,,
7000000,23.612409,31430334,105,A Serious Man,6.6,483,,,,,,,,,,
41000000,25.391899,91636986,105,"I Love You, Man",6.5,515,,,,,,,,,,
36000000,19.167377,156844753,105,Ip Man 3,6.5,379,,,,,,,,,,
20000000,12.643703,16974459,105,Death Sentence,6.5,297,,,,,,,,,,
30250000,15.585138,115101622,105,Get Shorty,6.4,302,,,,,,,,,,
28000000,28.043508,134402450,105,Last Vegas,6.4,799,,,,,,,,,,
24000000,15.237142,70181428,105,Think Like a Man Too,6.4,225,,,,,,,,,,
20000000,19.494703,1969193,105,The Iceman,6.4,365,,,,,,,,,,
20000000,10.81439,33889159,105,She's the Man,6.4,671,,,,,,,,,,
18000000,15.314027,87000000,105,Star Trek III: The Search for Spock,6.4,434,,,,,,,,,,
4000000,1.379354,14400000,105,Trapeze,6.4,22,,,,,,,,,,
38000000,15.401855,299288605,105,My Best Friend's Wedding,6.3,584,,,,,,,,,,
20000000,26.396191,31327899,105,Machete,6.3,1150,,,,,,,,,,
70000000,19.439386,177841558,105,Double Jeopardy,6.2,278,,,,,,,,,,
55000000,32.31022,65664721,105,16 Blocks,6.2,661,,,,,,,,,,
26000000,30.114383,51164106,105,Delivery Man,6.2,551,,,,,,,,,,
13000000,23.3784,114956699,105,The Iron Lady,6.2,527,,,,,,,,,,
50000000,14.993459,55495563,105,Out of Time,6.1,298,,,,,,,,,,
27220000,28.060472,5496951,105,The Frozen Ground,6.1,465,,,,,,,,,,
10000000,53.727146,118587880,105,The Purge: Election Year,6.1,1306,,,,,,,,,,
57000000,11.60815,16991902,105,Rock Star,6,190,,,,,,,,,,
45000000,42.57877,73762516,105,Death Race,6,1175,,,,,,,,,,
31000000,6.487344,15134293,105,Extraordinary Measures,6,89,,,,,,,,,,
20000000,19.962713,32005248,105,You Again,6,368,,,,,,,,,,
20000000,5.422285,21170563,105,ATL,6,32,,,,,,,,,,
150000000,81.781591,413106170,105,Night at the Museum: Battle of the Smithsonian,5.9,1971,,,,,,,,,,
60000000,42.538258,50549107,105,Jack Ryan: Shadow Recruit,5.9,1173,,,,,,,,,,
88000000,140.849495,243637091,105,Pixels,5.6,2513,,,,,,,,,,
60000000,22.991269,73648228,105,Deep Blue Sea,5.6,604,,,,,,,,,,
55000000,19.738215,154906693,105,Maid in Manhattan,5.6,485,,,,,,,,,,
45000000,18.186026,82800000,105,Firewall,5.6,267,,,,,,,,,,
105000000,32.473628,347434178,105,The Smurfs 2,5.5,695,,,,,,,,,,
35000000,3.74263,68915888,105,Guess Who,5.5,225,,,,,,,,,,
36000000,27.11589,83160734,105,Hall Pass,5.4,611,,,,,,,,,,
25000000,5.625632,36351350,105,Beauty Shop,5.4,115,,,,,,,,,,
20000000,8.351385,132675402,105,Bringing Down the House,5.4,183,,,,,,,,,,
50000000,30.387148,28931401,105,Drive Angry,5.3,600,,,,,,,,,,
30000000,14.376463,25473093,105,Dark Water,5.3,274,,,,,,,,,,
25000000,7.946769,10070000,105,Mrs. Winterbourne,5.3,25,,,,,,,,,,
130000000,50.561849,117831631,105,Pompeii,5.2,1267,,,,,,,,,,
37000000,29.652536,26250020,105,Aloha,5.2,692,,,,,,,,,,
22000000,12.445176,9479718,105,Stone,5.2,192,,,,,,,,,,
33000000,19.642328,62022014,105,Snakes on a Plane,5.1,497,,,,,,,,,,
15000000,12.929525,39421467,105,Halloween II,5.1,267,,,,,,,,,,
60000000,29.261348,55987321,105,Doom,5,609,,,,,,,,,,
13000000,6.735922,98441954,105,Justin Bieber: Never Say Never,4.8,154,,,,,,,,,,
15000000,0.249245,5217498,105,The In Crowd,4.7,15,,,,,,,,,,
1800000,15.978136,41158757,104,The French Connection,7.4,422,,,,,,,,,,
8000000,35.735689,63464861,104,Begin Again,7.3,1254,,,,,,,,,,
1000000,14.017809,4235151,104,The Lunchbox,7.3,221,,,,,,,,,,
2000000,14.617944,5048693,104,The Proposition,7.1,218,,,,,,,,,,
200000000,89.186492,743559607,104,Monsters University,7,3528,,,,,,,,,,
30000000,26.780961,196114570,104,The Vow,7,1293,,,,,,,,,,
20000000,20.975165,50907234,104,Doubt,7,435,,,,,,,,,,
18000000,20.716023,151668774,104,Big,6.9,993,,,,,,,,,,
6000000,6.497285,6670712,104,City Island,6.9,113,,,,,,,,,,
75000000,4.66891,296339527,104,X-Men,6.8,4097,,,,,,,,,,
26000000,22.07638,43318349,104,Brothers,6.8,633,,,,,,,,,,
15000000,30.983397,9455232,104,Never Let Me Go,6.8,737,,,,,,,,,,
7000000,25.511217,25405445,104,Desperado,6.8,881,,,,,,,,,,
3500000,3.656491,20659423,104,The Man from Snowy River,6.8,37,,,,,,,,,,
27000000,22.636908,115505027,104,Closer,6.7,811,,,,,,,,,,
12000000,45.477802,114194847,104,Step Up,6.7,1060,,,,,,,,,,
4000000,19.107285,9304609,104,Secretary,6.7,376,,,,,,,,,,
15000000,19.284129,44862187,104,Cop Land,6.6,382,,,,,,,,,,
9500000,21.230737,120000,104,Trust,6.6,307,,,,,,,,,,
9000000,82.975841,108782847,104,The Purge: Anarchy,6.6,1954,,,,,,,,,,
40000000,43.151268,97552050,104,Paul,6.5,1789,,,,,,,,,,
25000000,35.169779,94679598,104,1408,6.5,1343,,,,,,,,,,
85000000,24.107835,80916492,104,The Rundown,6.4,514,,,,,,,,,,
70000000,43.849351,225990978,104,Yes Man,6.4,1813,,,,,,,,,,
43000000,29.105407,91974818,104,The Skeleton Key,6.4,573,,,,,,,,,,
22000000,21.865021,33788161,104,Jay and Silent Bob Strike Back,6.4,480,,,,,,,,,,
17000000,70.668923,136621271,104,Let's Be Cops,6.4,1219,,,,,,,,,,
210000000,3.857526,459359555,104,X-Men: The Last Stand,6.3,3525,,,,,,,,,,
75000000,15.142701,46683377,104,Practical Magic,6.3,338,,,,,,,,,,
55000000,29.498304,149022650,104,Death Becomes Her,6.3,636,,,,,,,,,,
55000000,17.097041,127906624,104,The Forbidden Kingdom,6.3,461,,,,,,,,,,
5000000,35.871248,44030246,104,Oculus,6.3,1050,,,,,,,,,,
2000000,5.261065,390659,104,Subway,6.3,86,,,,,,,,,,
123000000,45.419668,345141403,104,How the Grinch Stole Christmas,6.2,1386,,,,,,,,,,
49000000,2.808428,20423389,104,The Adventures of Ford Fairlane,6.2,71,,,,,,,,,,
15000000,21.535126,40283321,104,The Faculty,6.2,492,,,,,,,,,,
13000000,6.764437,11130889,104,The Astronaut Farmer,6.2,123,,,,,,,,,,
5000000,7.79068,2466444,104,Wonderland,6.2,73,,,,,,,,,,
85000000,8.282876,158468292,104,The Fast and the Furious: Tokyo Drift,6.1,1705,,,,,,,,,,
60000000,21.252797,105178561,104,Along Came a Spider,6.1,400,,,,,,,,,,
60000000,8.927137,52322400,104,Dragonfly,6.1,204,,,,,,,,,,
55000000,22.787667,63408614,104,Tango & Cash,6.1,458,,,,,,,,,,
28000000,15.794946,92601050,104,No Reservations,6.1,327,,,,,,,,,,
7000000,7.051521,2062066,104,Auto Focus,6.1,56,,,,,,,,,,
65000000,18.281798,69700000,104,The Kid,6,238,,,,,,,,,,
20000000,16.176976,49779728,104,She's Out of My League,5.9,525,,,,,,,,,,
75000000,36.743324,152930623,104,Tower Heist,5.8,932,,,,,,,,,,
20000000,18.632156,65464324,104,The American,5.8,481,,,,,,,,,,
12000000,16.931846,23006849,104,Aquamarine,5.8,364,,,,,,,,,,
4500000,22.585384,58853106,104,The Blue Lagoon,5.8,408,,,,,,,,,,
47000000,6.067212,12379402,104,Mary Reilly,5.7,74,,,,,,,,,,
25000000,14.604911,119772232,104,Parental Guidance,5.7,210,,,,,,,,,,
10284523,4.820166,11588205,104,Shopgirl,5.7,75,,,,,,,,,,
8000000,11.837067,10130000,104,Prom,5.7,134,,,,,,,,,,
25000000,11.42943,51842679,104,Blue Crush,5.6,159,,,,,,,,,,
65000000,14.646884,172855065,104,The Santa Clause 2,5.5,297,,,,,,,,,,
50000000,20.333953,119208989,104,Beverly Hills Cop III,5.5,434,,,,,,,,,,
30000000,25.454549,68369434,104,The X Files: I Want to Believe,5.5,523,,,,,,,,,,
17000000,19.045146,63102666,104,Jeepers Creepers 2,5.5,299,,,,,,,,,,
1500000,15.017068,3566225,104,The To Do List,5.5,342,,,,,,,,,,
4500000,14.570359,3606395,104,After.Life,5.4,251,,,,,,,,,,
134005,2.260315,1332231,104,Snow Flower and the Secret Fan,5.3,22,,,,,,,,,,
80000000,41.890722,233093859,104,The Day the Earth Stood Still,5.2,1043,,,,,,,,,,
40000000,3.296933,27053815,104,The Musketeer,5.2,56,,,,,,,,,,
25000000,8.31653,6673422,104,What Just Happened,5.2,127,,,,,,,,,,
50000000,15.98212,110803676,104,The Dukes of Hazzard,5.1,316,,,,,,,,,,
21000000,4.781538,17762705,104,The Rage: Carrie 2,5.1,76,,,,,,,,,,
8500000,2.62082,5001655,104,Club Dread,5.1,107,,,,,,,,,,
30000000,2.850896,21800302,104,Mr. 3000,5,66,,,,,,,,,,
100000000,30.863434,249288105,104,Eragon,4.9,967,,,,,,,,,,
100000000,32.271938,82102379,104,Catwoman,4.2,808,,,,,,,,,,
22000000,14.725467,10696210,104,RoboCop 3,4.2,305,,,,,,,,,,
48000000,14.587367,20915465,104,Super Mario Bros.,4,232,,,,,,,,,,
90000000,1.004579,10372291,104,Town & Country,3.7,16,,,,,,,,,,
22000000,3.809131,5271666,104,Glitter,3.4,38,,,,,,,,,,
60000000,56.488027,264118201,103,The Truman Show,7.8,4537,,,,,,,,,,
2540800,36.556954,7200000,103,Singin' in the Rain,7.8,727,,,,,,,,,,
10000000,53.595686,83557872,103,Snatch,7.7,2912,,,,,,,,,,
200000000,59.995418,1066969703,103,Toy Story 3,7.6,4597,,,,,,,,,,
15000000,32.690038,15785148,103,Kiss Kiss Bang Bang,7.2,886,,,,,,,,,,
1200000,63.655973,103911669,103,Saw,7.2,2184,,,,,,,,,,
700000,29.761163,17986781,103,Dope,7.2,691,,,,,,,,,,
18000000,2.186927,476684675,103,Home Alone,7.1,2414,,,,,,,,,,
7000000,8.184588,573335,103,Freeheld,7.1,164,,,,,,,,,,
4600000,32.14444,23198652,103,The Way Way Back,7.1,688,,,,,,,,,,
1600000,8.535178,5400000,103,She Wore a Yellow Ribbon,7.1,61,,,,,,,,,,
18000000,10.991281,676698,103,Salton Sea,7,104,,,,,,,,,,
10000000,16.78512,20766616,103,The Dead Zone,6.9,311,,,,,,,,,,
1000000,9.773398,13350369,103,Transamerica,6.9,144,,,,,,,,,,
29000000,24.240361,21126225,103,The Jacket,6.8,455,,,,,,,,,,
15000000,53.698683,108286421,103,10 Cloverfield Lane,6.8,2468,,,,,,,,,,
15000000,19.113278,123384128,103,The Queen,6.8,338,,,,,,,,,,
4000000,5.013575,530048,103,Winter in Wartime,6.8,66,,,,,,,,,,
1500000,58.594852,97009150,103,Insidious,6.8,1737,,,,,,,,,,
950000,25.918007,7022209,103,Hard Candy,6.8,701,,,,,,,,,,
20000000,27.256849,34077920,103,Endless Love,6.7,542,,,,,,,,,,
7300000,16.829837,10329747,103,Harry Brown,6.7,348,,,,,,,,,,
5000000,38.006982,54418872,103,No Escape,6.7,777,,,,,,,,,,
3500000,12.982319,4159678,103,Troll Hunter,6.7,583,,,,,,,,,,
45000000,25.999888,50871113,103,Unleashed,6.6,518,,,,,,,,,,
950000,0.178689,814666,103,Charly,6.6,28,,,,,,,,,,
45000000,17.047276,165184237,103,The Muppets,6.5,501,,,,,,,,,,
19800000,20.311684,41296320,103,This Is Where I Leave You,6.5,505,,,,,,,,,,
80000000,29.415229,176885658,103,Analyze This,6.4,503,,,,,,,,,,
57000000,31.791979,115267375,103,DragonHeart,6.4,535,,,,,,,,,,
11500000,20.747994,57469467,103,Pet Sematary,6.4,407,,,,,,,,,,
70000000,19.711951,118000000,103,Star Trek: Insurrection,6.3,391,,,,,,,,,,
28000000,40.28635,60700000,103,Kick-Ass 2,6.3,2224,,,,,,,,,,
58000000,45.351617,158162788,103,Goosebumps,6.2,995,,,,,,,,,,
31000000,15.895661,53208180,103,Arachnophobia,6.2,433,,,,,,,,,,
100000000,53.732892,312573423,103,The Expendables 2,6.1,2896,,,,,,,,,,
100000000,41.426678,278731369,103,The Tourist,6,1699,,,,,,,,,,
80000000,77.580661,274470394,103,The Expendables,6,2926,,,,,,,,,,
55000000,36.194802,231449203,103,American Wedding,6,1129,,,,,,,,,,
29000000,14.993169,50041732,103,Stigmata,6,242,,,,,,,,,,
25000000,18.896239,40452643,103,War,6,414,,,,,,,,,,
15000000,10.9071,14867514,103,Raise Your Voice,6,211,,,,,,,,,,
65000000,38.994297,156974557,103,This Means War,5.9,1389,,,,,,,,,,
47000000,7.859226,103738726,103,Dick Tracy,5.9,251,,,,,,,,,,
30000000,9.965073,50451307,103,Fever Pitch,5.9,182,,,,,,,,,,
18000000,12.243887,41382841,103,Peggy Sue Got Married,5.9,136,,,,,,,,,,
28000000,22.074306,38159905,103,Just My Luck,5.8,491,,,,,,,,,,
18000000,18.379124,100000000,103,Conan the Destroyer,5.8,383,,,,,,,,,,
40000000,8.980846,16872671,103,Life or Something Like It,5.7,124,,,,,,,,,,
14000000,6.733485,21409028,103,Our Family Wedding,5.7,39,,,,,,,,,,
60000000,15.219263,13395939,103,Alfie,5.6,248,,,,,,,,,,
110000000,36.65422,563749323,103,The Smurfs,5.5,1179,,,,,,,,,,
35000000,14.949395,94728529,103,The Wedding Planner,5.5,427,,,,,,,,,,
60000000,10.004564,35431113,103,Money Train,5.4,222,,,,,,,,,,
12000000,9.559737,38368909,103,Employee of the Month,5.3,153,,,,,,,,,,
58000000,14.403696,85280250,103,Did You Hear About the Morgans?,5.1,276,,,,,,,,,,
150000000,33.769336,318502923,103,The Last Airbender,4.7,1151,,,,,,,,,,
60000000,14.84856,39031337,103,The Spirit,4.7,320,,,,,,,,,,
45000000,3.848893,2154540,103,Shadow Conspiracy,4,11,,,,,,,,,,
4500000,11.573034,7390108,102,Requiem for a Dream,7.9,2443,,,,,,,,,,
878000,43.729123,10462500,102,Casablanca,7.9,1422,,,,,,,,,,
165000000,203.73459,652105443,102,Big Hero 6,7.8,6135,,,,,,,,,,
2053648,2.778633,500000,102,Beyond the Mat,7.8,17,,,,,,,,,,
13000000,43.444135,33400000,102,The Perks of Being a Wallflower,7.7,2968,,,,,,,,,,
145000000,100.21391,609123048,102,How to Train Your Dragon 2,7.6,3106,,,,,,,,,,
